wagnum,month,target_month,target_day,60d_opor_station_sign_max,5d_st_river_sign_mean,60d_st_border_sign_mean,60d_st_car_sign_max,30d_st_car_sign_max,60d_avg_distance_max,5d_st_sea_sign_max,30d_st_freigh_sign_mean,10d_st_sea_sign_mean,60d_st_freigh_sign_max,10d_avg_distance_max,60d_st_sea_sign_mean,10d_opor_station_sign_mean,10d_naliv_mean,30d_diff_mean,30d_st_border_sign_mean,30d_st_freigh_sign_max,60d_st_freigh_sign_mean,30d_st_border_sign_max,5d_opor_station_sign_max,60d_st_ferry_sign_mean,5d_st_ferry_sign_max,10d_st_ferry_sign_mean,60d_naval_mean,10d_st_freigh_sign_mean,5d_st_sea_sign_mean,5d_skoroport_mean,10d_st_border_sign_mean,10d_opor_station_sign_max,5d_st_freigh_sign_mean,30d_opor_station_sign_mean,60d_opor_station_sign_mean,5d_openvagons_mean,10d_st_car_sign_max,60d_openvagons_mean,30d_openvagons_mean,5d_st_border_sign_max,10d_diff_mean,5d_diff_mean,10d_st_river_sign_mean,60d_st_sea_sign_max,60d_st_car_sign_mean,10d_another_road_max,60d_naliv_mean,10d_naval_mean,10d_skoroport_mean,5d_opor_station_sign_mean,30d_nasip_mean,10d_soprovod_mean,30d_isload_mean,60d_nasip_mean,60d_st_river_sign_max,60d_diff_mean,10d_nasip_mean,30d_avg_distance_max,5d_st_border_sign_mean,30d_naval_mean,5d_avg_distance_min,60d_skoroport_mean,5d_avg_distance_max,60d_isload_mean,10d_openvagons_mean,30d_st_sea_sign_mean,10d_smerz_mean,5d_smerz_mean,10d_isload_mean,10d_st_ferry_sign_max,5d_another_road_max,5d_soprovod_mean,30d_naliv_mean,5d_naval_mean,5d_st_car_sign_max,30d_st_ferry_sign_mean,60d_st_river_sign_mean,5d_naliv_mean,60d_st_ferry_sign_max,10d_st_border_sign_max,10d_st_freigh_sign_max,30d_st_car_sign_mean,10d_avg_distance_min,5d_st_car_sign_mean,30d_another_road_max,5d_st_ferry_sign_mean,30d_smerz_mean,30d_opor_station_sign_max,10d_st_river_sign_max,60d_smerz_mean,30d_soprovod_mean,30d_st_river_sign_max,30d_skoroport_mean,5d_st_freigh_sign_max,10d_st_sea_sign_max,30d_avg_distance_min,60d_st_border_sign_max,30d_st_ferry_sign_max,5d_st_river_sign_max,30d_st_river_sign_mean,30d_st_sea_sign_max,60d_soprovod_mean,60d_another_road_max,5d_isload_mean,10d_st_car_sign_mean,60d_avg_distance_min,5d_nasip_mean,date_kap,date_dep,kod_vrab,date_pl_rem,days_to_pl_rem,last_rem_date,days_from_last_rem,ost_prob,manage_type,rod_id_x,reestr_state,ownership_type,model,rod_id_y,gruz,cnsi_gruz_capacity,cnsi_volumek,tara,date_build,srok_sl,zavod_build,date_iskl,cnsi_probeg_dr,cnsi_probeg_kr,kuzov,telega,tormoz,tipvozd,tippogl,norma_km,ownertype,expected_srok_sl_y,expected_srok_sl_y_b,date_build_b
606,2023-02-01,0,0,,0.0,,,0.0,,0.0,0.0,0.0,,2456.474358974359,,0.0,0.0,1.2666666666666666,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,,0.5,0.0,0.0,0.16666666666666666,0.0,0.5,,,,0.5,2456.474358974359,0.0,0.16666666666666666,1492.2156862745098,,1784.5564338835438,,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,838.25,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,229.33333333333334,,0.0,0.0,0.0,0.0,,,1.0,0.0,,1.0,,2019-06-24,1,2022-06-24,-222,2019-06-24,1318,134986,0,0,1,0,11-1807,0,672,672,138.0,267,2009-07-01,2042-06-01,17,,110,160,2,9,2,7,11,160000,0,32.93972602739726,long,"(2007, 2017]"
607,2023-02-01,0,0,,5.0,,,1.0,,18.0,317.0,18.0,,3312.3283582089553,,0.0,0.0,2.0,6.0,317.0,,6.0,0.0,,2.0,2.0,,317.0,18.0,0.0,6.0,0.0,317.0,0.0,,0.0,1.0,,0.0,6.0,0.0,0.0,5.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3312.3283582089553,6.0,0.0,3312.3283582089553,,3312.3283582089553,,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,,6.0,317.0,1.0,3312.3283582089553,1.0,0.0,2.0,0.0,0.0,5.0,,0.0,5.0,0.0,317.0,18.0,226.0,,2.0,5.0,5.0,18.0,,,0.0,1.0,,0.0,,2019-10-30,1,2022-10-30,-94,2019-10-30,1190,149913,0,0,1,0,11-1807,0,672,672,138.0,267,2009-04-08,2039-08-31,17,,110,160,2,9,2,7,2,160000,0,30.416438356164385,long,"(2007, 2017]"
608,2023-02-01,0,0,,2.0,,,0.0,,9.0,340.6666666666667,8.1,,3256.5,,0.3,0.0,298.6,8.433333333333334,447.0,,11.0,0.0,,2.0,1.8,,418.0,9.0,0.0,10.3,3.0,447.0,1.1,,0.0,0.0,,0.0,11.0,18.5,0.0,2.5,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,,,,0.0,3256.5,11.0,0.0,2274.9268292682927,,2274.9268292682927,,0.0,5.7,0.0,0.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666666,,0.0,,11.0,447.0,0.0,1565.6852791878173,0.0,1.0,2.0,0.0,3.0,7.0,,0.0,7.0,0.0,447.0,9.0,676.2,,2.0,2.0,3.8333333333333335,9.0,,,0.0,0.0,,0.0,2022-04-28,2019-05-17,0,2025-04-28,817,2022-04-28,279,123239,0,0,1,0,11-1807,0,672,672,138.0,267,2009-11-26,2042-06-07,17,,110,160,2,9,3,1,15,160000,0,32.55068493150685,long,"(2007, 2017]"
609,2023-02-01,0,0,,1.0,,,0.0,,0.0,369.3,0.0,,3099.8333333333335,,0.0,0.0,43.13333333333333,7.266666666666667,465.0,,8.0,0.0,,0.0,0.0,,204.0,0.0,0.0,6.0,0.0,204.0,0.0,,0.0,0.0,,0.0,6.0,37.3,0.0,1.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3099.8333333333335,6.0,0.0,2012.2941176470588,,2012.2941176470588,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,6.0,204.0,0.0,2012.2941176470588,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,4.0,0.0,204.0,0.0,2012.2941176470588,,0.0,1.0,2.9,0.0,,,0.0,0.0,,0.0,,2019-10-14,1,2022-10-14,-110,2019-10-14,1206,149782,0,0,1,0,11-1807,0,672,672,138.0,267,2007-10-04,2039-05-14,17,,110,160,2,9,2,7,11,160000,0,31.63013698630137,long,"(2000, 2007]"
610,2023-02-01,0,0,,6.8,,,0.0,,5.0,451.46666666666664,1.0,,1784.5564338835438,,0.0,0.0,109.7,7.466666666666667,465.0,,8.0,0.0,,0.0,0.0,,424.4,2.0,0.0,6.4,0.0,383.8,0.0,,0.0,0.0,,0.0,8.0,9.8,4.0,5.4,,,1.0,,0.2,0.0,0.0,0.5333333333333333,0.0,0.5,,,,0.2,2310.8888888888887,4.8,0.5333333333333333,760.375,,1784.5564338835438,,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.4,0.0,0.0,,0.0,,8.0,465.0,0.0,760.375,0.0,1.0,0.0,0.0,0.0,11.0,,0.0,11.0,0.0,465.0,5.0,760.375,,0.0,11.0,4.466666666666667,5.0,,,0.4,0.0,,0.4,2022-06-04,2019-06-17,0,2025-06-04,854,2022-06-04,242,137590,0,0,1,0,11-1807,0,672,672,138.0,267,2008-11-04,2040-05-28,17,,110,160,2,9,2,7,11,160000,0,31.583561643835615,long,"(2007, 2017]"
611,2023-02-01,0,0,,11.0,,,0.0,,5.0,274.1666666666667,5.0,,1109.25,,0.0,0.0,6.2,2.0,335.0,,12.0,0.0,,0.0,0.0,,262.0,5.0,0.0,0.0,0.0,262.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,1784.5564338835438,0.0,0.0,1109.25,,1109.25,,0.0,5.666666666666667,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,,0.0,,0.0,262.0,0.0,1109.25,0.0,1.0,0.0,0.0,0.0,11.0,,0.0,11.0,0.0,262.0,5.0,1109.25,,3.0,11.0,10.333333333333334,9.0,,,1.0,0.0,,0.0,,2019-06-27,1,2022-06-27,-219,2019-06-27,1315,131056,0,0,1,0,11-1807,0,672,672,138.0,267,2008-07-31,2040-05-03,17,,110,160,2,9,2,7,11,160000,0,31.778082191780822,long,"(2007, 2017]"
612,2023-02-01,0,0,,7.0,,,0.0,,0.0,180.33333333333334,0.0,,3739.5454545454545,,1.5,0.0,161.7,2.1333333333333333,207.0,,4.0,3.0,,0.0,0.0,,182.0,0.0,0.0,2.0,3.0,187.0,1.6,,0.0,0.0,,0.0,4.0,168.1,8.8,7.0,,,1.0,,0.0,0.0,1.2,0.0,0.0,0.6333333333333333,,,,0.0,3739.5454545454545,1.6,0.0,2944.5,,3739.5454545454545,,0.0,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,207.0,0.0,1593.5714285714287,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,207.0,0.0,1593.5714285714287,,0.0,7.0,7.0,0.0,,,0.6,0.0,,0.0,2022-06-03,2019-06-17,0,2025-06-03,853,2022-06-03,243,126886,0,0,1,0,11-1807,0,672,672,138.0,267,2008-12-13,2040-08-03,17,,110,160,2,9,2,7,11,160000,0,31.660273972602738,long,"(2007, 2017]"
613,2023-02-01,0,0,,7.0,,,0.0,,0.0,265.2,1.8,,1455.857142857143,,0.0,0.0,142.73333333333332,3.8666666666666667,335.0,,12.0,0.0,,0.0,0.6,,238.1,0.0,0.0,2.5,0.0,207.0,0.23333333333333334,,0.0,0.0,,0.0,0.0,304.1,332.2,7.1,,,1.0,,0.0,0.0,0.0,0.06666666666666667,0.0,0.3333333333333333,,,,0.0,2637.3333333333335,0.0,0.06666666666666667,1455.857142857143,,1455.857142857143,,0.0,2.4,0.0,0.0,0.3,3.0,1.0,0.0,0.0,0.0,0.0,0.8,,0.0,,12.0,335.0,0.0,1168.4761904761904,0.0,1.0,0.0,0.0,7.0,8.0,,0.0,8.0,0.0,207.0,9.0,1168.4761904761904,,3.0,7.0,7.233333333333333,9.0,,,0.0,0.0,,0.0,,2019-08-31,1,2022-08-31,-154,2019-08-31,1250,147492,0,0,1,0,11-1807,0,672,672,138.0,267,2010-01-15,2041-01-02,17,,110,160,2,9,2,7,1,160000,0,30.986301369863014,long,"(2007, 2017]"
614,2023-02-01,0,0,,4.0,,,0.0,,0.0,452.4,0.9,,1784.5564338835438,,0.0,0.0,62.9,10.1,465.0,,11.0,0.0,,0.0,0.2,,463.2,0.0,0.0,8.3,0.0,465.0,0.0,,0.0,0.0,,0.0,8.0,188.7,0.0,3.8,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1784.5564338835438,8.0,0.0,1784.5564338835438,,1784.5564338835438,,0.0,6.3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,,0.0,,11.0,465.0,0.0,243.66666666666666,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,4.0,0.0,465.0,9.0,243.66666666666666,,2.0,4.0,2.6,9.0,,,0.0,0.0,,0.0,2021-01-10,2018-09-14,0,2024-01-10,343,2021-01-10,752,74215,0,0,1,0,11-1807,0,672,672,138.0,267,2009-12-05,2041-10-28,17,,110,160,2,9,2,7,11,160000,0,31.91780821917808,long,"(2007, 2017]"
615,2023-02-01,0,0,,4.0,,,1.0,,18.0,246.46666666666667,1.8,,5054.0,,1.5,0.0,52.833333333333336,4.833333333333333,317.0,,6.0,0.0,,2.0,0.2,,153.4,3.6,0.0,3.1,3.0,149.8,0.8,,0.0,1.0,,0.0,6.0,82.4,164.8,5.5,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,,,,0.0,5054.0,2.2,0.0,1784.5564338835438,,5054.0,,0.0,10.8,0.0,0.0,0.5,2.0,1.0,0.0,0.0,0.0,1.0,1.2,,0.0,,6.0,317.0,0.6,1565.6852791878173,0.2,1.0,0.4,0.0,3.0,7.0,,0.0,7.0,0.0,317.0,18.0,1565.6852791878173,,2.0,5.0,5.366666666666666,18.0,,,0.0,0.1,,0.0,,2019-07-03,1,2022-07-03,-213,2019-07-03,1309,140217,0,0,1,0,11-1807,0,672,672,138.0,267,2009-08-22,2039-01-12,17,,110,160,2,9,2,4,11,160000,0,29.410958904109588,long,"(2007, 2017]"
616,2023-02-01,0,0,,7.0,,,0.0,,0.0,157.0,0.0,,2327.722972972973,,3.0,0.0,169.7,4.0,157.0,,4.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,3.0,,0.0,0.0,,0.0,4.0,252.5,482.2,7.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,0.6333333333333333,,,,0.0,2327.722972972973,4.0,0.0,1695.2727272727273,,2045.90625,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,1695.2727272727273,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,1695.2727272727273,,0.0,7.0,7.0,0.0,,,0.0,0.0,,0.0,,2019-06-19,1,2022-06-19,-227,2019-06-19,1323,126168,0,0,1,0,11-1807,0,672,672,138.0,267,2009-12-11,2041-05-25,17,,110,160,2,9,2,4,11,160000,0,31.473972602739725,long,"(2007, 2017]"
617,2023-02-01,0,0,,4.0,,,0.0,,0.0,248.0,0.0,,1784.5564338835438,,0.0,0.0,272.0,4.266666666666667,465.0,,8.0,0.0,,0.0,0.0,,372.0,0.0,0.0,6.4,0.0,465.0,0.0,,0.0,0.0,,0.0,8.0,99.5,2.0,3.2,,,1.0,,0.6,0.0,0.0,0.4666666666666667,0.0,0.4,,,,0.6,1784.5564338835438,8.0,0.4666666666666667,1408.888888888889,,1784.5564338835438,,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.0,,0.0,,8.0,465.0,0.0,1145.3333333333333,0.0,1.0,0.0,0.0,0.0,4.0,,0.0,4.0,0.0,465.0,0.0,1145.3333333333333,,0.0,4.0,2.1333333333333333,0.0,,,0.0,0.0,,0.2,2021-10-11,2018-08-31,0,2024-10-11,618,2021-10-11,478,79197,0,0,1,0,11-1807,0,672,672,138.0,267,2007-01-30,2039-10-01,17,,110,160,2,9,2,7,11,160000,0,32.69041095890411,long,"(2000, 2007]"
618,2023-02-01,0,0,,7.0,,,0.0,,0.0,150.33333333333334,0.0,,2474.0833333333335,,3.0,0.0,217.83333333333334,4.166666666666667,157.0,,5.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,2.5,,0.0,0.0,,0.0,4.0,306.7,446.8,7.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,0.3,,,,0.0,2474.0833333333335,4.0,0.0,2474.0833333333335,,2474.0833333333335,,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,1786.7841726618706,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,1256.7796610169491,,0.0,7.0,6.333333333333333,0.0,,,0.0,0.0,,0.0,,2019-07-09,1,2022-07-09,-207,2019-07-09,1303,128879,0,0,1,0,11-1807,0,672,672,138.0,267,2009-10-04,2040-08-22,17,,110,160,2,9,2,7,11,160000,0,30.904109589041095,long,"(2007, 2017]"
619,2023-02-01,0,0,,7.0,,,0.0,,0.0,157.0,0.0,,2698.222222222222,,3.0,0.0,127.36666666666666,4.0,157.0,,4.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,3.0,,0.0,0.0,,0.0,4.0,101.6,79.4,7.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,0.7333333333333333,,,,0.0,2698.222222222222,4.0,0.0,2698.222222222222,,2698.222222222222,,0.0,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,1475.6774193548388,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,1475.6774193548388,,0.0,7.0,7.0,0.0,,,1.0,0.0,,0.0,,2019-08-31,1,2022-08-31,-154,2019-08-31,1250,140879,0,0,1,0,11-1807,0,672,672,138.0,267,2008-05-17,2042-01-15,17,,110,160,2,9,2,7,11,160000,0,33.68767123287671,long,"(2007, 2017]"
620,2023-02-01,0,0,,6.2,,,1.0,,18.0,318.8,15.3,,5686.705882352941,,0.0,0.0,568.1333333333333,6.6,335.0,,12.0,0.0,,3.0,2.3,,322.4,12.6,0.0,7.8,0.0,327.8,0.0,,0.0,1.0,,0.0,12.0,1704.4,3408.8,5.6,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5686.705882352941,9.6,0.0,3537.5454545454545,,5686.705882352941,,0.0,17.1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.1,,0.0,,12.0,335.0,0.9,3537.5454545454545,0.4,0.0,2.6,0.0,0.0,7.0,,0.0,7.0,0.0,335.0,18.0,3537.5454545454545,,3.0,7.0,5.2,18.0,,,0.0,0.7,,0.0,2022-05-13,2019-06-27,0,2025-05-13,832,2022-05-13,264,120724,0,0,1,0,11-1807,0,672,672,138.0,267,2009-06-12,2039-12-11,17,,110,160,2,9,3,4,11,160000,0,30.517808219178082,long,"(2007, 2017]"
621,2023-02-01,0,0,,7.0,,,0.0,,0.0,157.0,0.0,,2937.75,,3.0,0.0,121.6,4.0,157.0,,4.0,3.0,,0.0,0.0,,157.0,0.0,0.0,4.0,3.0,157.0,3.0,,0.0,0.0,,0.0,4.0,212.9,286.4,7.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,0.0,,,,0.0,2937.75,4.0,0.0,2937.75,,2937.75,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,4.0,157.0,0.0,2937.75,0.0,1.0,0.0,0.0,3.0,7.0,,0.0,7.0,0.0,157.0,0.0,731.0,,0.0,7.0,7.0,0.0,,,0.0,0.0,,0.0,2020-12-17,2018-11-23,0,2023-12-17,319,2020-12-17,776,53214,0,0,1,0,11-1807,0,672,672,138.0,267,2007-06-19,2039-10-24,17,,110,160,2,9,2,7,11,160000,0,32.36986301369863,long,"(2000, 2007]"
622,2023-02-01,0,0,,7.0,,,0.0,,5.0,280.3666666666667,0.5,,2819.3823529411766,,0.0,0.0,21.466666666666665,0.0,281.0,,0.0,0.0,,0.0,0.0,,279.1,1.0,0.0,0.0,0.0,277.2,0.0,,0.0,0.0,,0.0,0.0,13.6,14.2,6.5,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,,,,0.0,2819.3823529411766,0.0,0.0,1784.5564338835438,,2819.3823529411766,,0.0,0.16666666666666666,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,281.0,0.0,845.1666666666666,0.0,1.0,0.0,0.0,0.0,11.0,,0.0,11.0,0.0,281.0,5.0,632.1428571428571,,0.0,11.0,6.166666666666667,5.0,,,0.2,0.0,,0.0,,2019-07-06,1,2022-07-06,-210,2019-07-06,1306,151917,0,0,1,0,11-1807,0,672,672,138.0,267,2008-10-29,2040-02-09,17,,110,160,2,9,2,7,2,160000,0,31.301369863013697,long,"(2007, 2017]"
623,2023-02-01,0,0,,6.0,,,0.0,,0.0,281.0,0.0,,1286.8478260869565,,0.0,0.0,1.6,0.0,281.0,,0.0,0.0,,0.0,0.0,,281.0,0.0,0.0,0.0,0.0,281.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2200.285714285714,0.0,0.0,1286.8478260869565,,1286.8478260869565,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,281.0,0.0,1286.8478260869565,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,6.0,0.0,281.0,0.0,566.6666666666666,,0.0,6.0,6.0,0.0,,,0.0,0.0,,0.0,,2019-07-17,1,2022-07-17,-199,2019-07-17,1295,139036,0,0,1,0,11-1807,0,672,672,138.0,267,2008-02-13,2040-11-01,17,,110,160,2,9,2,1,2,160000,0,32.73972602739726,long,"(2007, 2017]"
624,2023-02-01,0,0,,7.0,,,0.0,,9.0,335.0,9.0,,2078.8805970149256,,0.0,0.0,43.8,12.0,335.0,,12.0,0.0,,3.0,3.0,,335.0,9.0,0.0,12.0,0.0,335.0,0.0,,0.0,0.0,,0.0,12.0,0.0,0.0,7.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,2078.8805970149256,12.0,0.0,2078.8805970149256,,2078.8805970149256,,0.0,9.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,,0.0,,12.0,335.0,0.0,2078.8805970149256,0.0,1.0,3.0,0.0,0.0,7.0,,0.0,7.0,0.0,335.0,9.0,2078.8805970149256,,3.0,7.0,7.0,9.0,,,1.0,0.0,,0.0,2021-04-09,2018-08-27,0,2024-04-09,433,2021-04-09,663,44382,0,0,1,0,11-1807,0,672,672,138.0,267,2008-01-31,2041-06-17,17,,110,160,2,9,2,7,11,160000,0,33.4,long,"(2007, 2017]"
625,2023-02-01,0,0,,1.2,,,0.0,,0.0,116.06666666666666,0.0,,2522.9473684210525,,6.3,0.0,133.36666666666667,3.8,281.0,,6.0,7.0,,0.0,0.0,,171.2,0.0,0.0,5.4,7.0,183.4,3.5,,0.0,0.0,,0.0,6.0,396.3,792.6,0.6,,,1.0,,0.1,0.0,5.6,0.03333333333333333,0.0,0.16666666666666666,,,,0.1,2522.9473684210525,4.8,0.03333333333333333,1784.5564338835438,,2522.9473684210525,,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.2,0.0,0.0,,0.0,,6.0,281.0,0.0,1784.5564338835438,0.0,1.0,0.0,0.0,7.0,6.0,,0.0,6.0,0.0,281.0,0.0,461.0,,0.0,6.0,0.3333333333333333,0.0,,,0.2,0.0,,0.2,,2019-10-11,1,2022-10-11,-113,2019-10-11,1209,148720,0,0,1,0,11-1807,0,672,672,138.0,267,2009-02-02,2040-11-25,17,,110,160,2,9,2,7,11,160000,0,31.832876712328765,long,"(2007, 2017]"
626,2023-02-01,0,0,,5.0,,,1.0,,18.0,277.93333333333334,18.0,,1983.0,,0.0,0.0,155.3,5.4,317.0,,6.0,0.0,,2.0,2.0,,317.0,18.0,0.0,6.0,0.0,317.0,0.6,,0.0,1.0,,0.0,6.0,16.3,3.6,5.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.36666666666666664,,,,0.0,3846.6944444444443,6.0,0.0,632.8571428571429,,1983.0,,0.0,13.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.5333333333333334,,0.0,,6.0,317.0,0.7666666666666667,632.8571428571429,1.0,1.0,2.0,0.0,3.0,5.0,,0.0,7.0,0.0,317.0,18.0,176.0,,2.0,5.0,5.366666666666666,18.0,,,0.0,1.0,,0.0,,2019-10-16,1,2022-10-16,-108,2019-10-16,1204,147204,0,0,1,0,11-1807,0,672,672,138.0,267,2007-05-11,2041-02-19,17,,110,160,2,9,2,4,11,160000,0,33.8027397260274,long,"(2000, 2007]"
627,2023-02-01,0,0,,0.0,,,0.0,,0.0,158.7,0.0,,1784.5564338835438,,0.0,0.0,134.66666666666666,0.0,207.0,,0.0,0.0,,0.0,0.0,,62.1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,73.8,0.0,2.1,,,1.0,,0.6,0.0,0.0,0.36666666666666664,0.0,0.3,,,,0.6,2729.3718592964824,0.0,0.36666666666666664,197.5,,408.1666666666667,,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,,0.0,,0.0,207.0,0.0,197.5,0.0,1.0,0.0,0.0,0.0,7.0,,0.0,7.0,0.0,0.0,0.0,197.5,,0.0,0.0,5.366666666666666,0.0,,,0.0,0.0,,0.4,,2019-08-18,1,2022-08-18,-167,2019-08-18,1263,141688,0,0,1,0,11-1807,0,672,672,138.0,267,2010-11-28,2041-05-13,17,,110,160,2,9,2,4,2,160000,0,30.476712328767125,long,"(2007, 2017]"
628,2023-02-01,0,0,,5.0,,,1.0,,18.0,302.8666666666667,18.0,,1983.0,,0.0,0.0,138.2,5.6,317.0,,6.0,0.0,,2.0,2.0,,317.0,18.0,0.0,6.0,0.0,317.0,0.0,,0.0,1.0,,0.0,6.0,5.2,0.0,5.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,,,,0.0,2411.6666666666665,6.0,0.0,1983.0,,1983.0,,0.0,16.8,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.8666666666666667,,0.0,,6.0,317.0,0.9333333333333333,919.5,1.0,1.0,2.0,0.0,0.0,5.0,,0.0,5.0,0.0,317.0,18.0,134.0,,2.0,5.0,4.933333333333334,18.0,,,0.0,1.0,,0.0,,2019-07-15,1,2022-07-15,-201,2019-07-15,1297,118116,0,0,1,0,11-1807,0,672,672,138.0,267,2009-12-02,2041-03-06,17,,110,160,2,9,2,7,11,160000,0,31.279452054794522,long,"(2007, 2017]"
629,2023-02-01,0,0,,5.0,,,1.0,,18.0,317.0,18.0,,4977.6,,0.0,0.0,272.53333333333336,6.0,317.0,,6.0,0.0,,2.0,2.0,,317.0,18.0,0.0,6.0,0.0,317.0,0.0,,0.0,1.0,,0.0,6.0,1.7,3.4,5.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4977.6,6.0,0.0,4977.6,,4977.6,,0.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,,0.0,,6.0,317.0,1.0,4977.6,1.0,1.0,2.0,0.0,0.0,5.0,,0.0,5.0,0.0,317.0,18.0,1784.5564338835438,,2.0,5.0,5.0,18.0,,,0.0,1.0,,0.0,,2019-09-24,1,2022-09-24,-130,2019-09-24,1226,134788,0,0,1,0,11-1807,0,672,672,138.0,267,2008-11-16,2042-02-03,17,,110,160,2,9,2,7,11,160000,0,33.23835616438356,long,"(2007, 2017]"
